episode,player_0_avg_payoff,player_0_rl_loss,player_0_sl_loss,player_0_won_pct,player_0_under_pct,player_0_over_pct,player_0_per_beta,player_1_avg_payoff,player_1_rl_loss,player_1_sl_loss,player_1_won_pct,player_1_under_pct,player_1_over_pct,player_1_per_beta,player_2_avg_payoff,player_2_rl_loss,player_2_sl_loss,player_2_won_pct,player_2_under_pct,player_2_over_pct,player_2_per_beta,player_3_avg_payoff,player_3_rl_loss,player_3_sl_loss,player_3_won_pct,player_3_under_pct,player_3_over_pct,player_3_per_beta
123000,-0.808,0.34634435176849365,0.06366626918315887,9.6,33.0,57.4,0.4154,-0.796,1.282106637954712,0.16784422099590302,10.2,39.4,50.4,0.4154,-0.856,0.8952009081840515,0.18620455265045166,7.2,29.8,63.0,0.4154,-0.856,0.6734870672225952,0.21252566576004028,7.2,30.0,62.8,0.4154
123500,-0.804,0.9668271541595459,0.11202671378850937,9.8,34.0,56.2,0.4154,-0.764,0.6850193738937378,0.15220695734024048,11.8,40.2,48.0,0.4154,-0.828,0.4307134449481964,0.15470585227012634,8.6,31.6,59.8,0.4154,-0.856,0.5080685615539551,0.07070907205343246,7.2,30.0,62.8,0.4154
124000,-0.776,0.4331849217414856,0.13934171199798584,11.2,29.8,59.0,0.4155,-0.716,0.37918126583099365,0.13908517360687256,14.2,35.4,50.4,0.4155,-0.828,1.1451596021652222,0.08247463405132294,8.6,27.0,64.4,0.4155,-0.82,0.7037985324859619,0.11223611235618591,9.0,31.2,59.8,0.4155
124500,-0.784,0.20350727438926697,0.10309775918722153,10.8,31.0,58.2,0.4156,-0.836,0.4679272770881653,0.11451534926891327,8.2,43.4,48.4,0.4156,-0.82,0.8324113488197327,0.1641129106283188,9.0,30.4,60.6,0.4156,-0.808,0.9021094441413879,0.11632286012172699,9.6,28.6,61.8,0.4156
125000,-0.816,0.8109383583068848,0.187868133187294,9.2,33.0,57.8,0.4156,-0.784,0.19424483180046082,0.15133622288703918,10.8,39.0,50.2,0.4156,-0.836,0.9141605496406555,0.15849711000919342,8.2,31.0,60.8,0.4156,-0.792,0.6205835938453674,0.06230020523071289,10.4,32.4,57.2,0.4156
125500,-0.856,0.6595373749732971,0.1520562469959259,7.2,31.2,61.6,0.4157,-0.748,0.5616384744644165,0.13217660784721375,12.6,39.8,47.6,0.4157,-0.86,0.23703911900520325,0.12103359401226044,7.0,28.2,64.8,0.4157,-0.848,0.35516661405563354,0.10763241350650787,7.6,29.4,63.0,0.4157
126000,-0.808,0.5346156358718872,0.12878865003585815,9.6,32.6,57.8,0.4157,-0.78,0.8584216833114624,0.16812875866889954,11.0,39.0,50.0,0.4157,-0.768,0.4207369089126587,0.08970368653535843,11.6,30.4,58.0,0.4157,-0.8,0.5670293569564819,0.1310899704694748,10.0,28.8,61.2,0.4157
126500,-0.86,0.746512234210968,0.11998763680458069,7.0,25.8,67.2,0.4158,-0.752,0.572940468788147,0.1160210520029068,12.4,39.2,48.4,0.4158,-0.836,0.4632163345813751,0.16790340840816498,8.2,27.6,64.2,0.4158,-0.836,0.5495307445526123,0.0792369693517685,8.2,31.8,60.0,0.4158
127000,-0.816,0.36335593461990356,0.16230224072933197,9.2,27.0,63.8,0.4159,-0.792,0.6091816425323486,0.14646640419960022,10.4,41.4,48.2,0.4159,-0.84,0.6946902275085449,0.1752166450023651,8.0,27.4,64.6,0.4159,-0.808,0.9324637651443481,0.12690141797065735,9.6,28.0,62.4,0.4159
127500,-0.828,0.8121339678764343,0.11151917278766632,8.6,28.4,63.0,0.4159,-0.82,0.5318147540092468,0.14854831993579865,9.0,39.8,51.2,0.4159,-0.836,0.3980753421783447,0.19412608444690704,8.2,31.0,60.8,0.4159,-0.84,0.4027130603790283,0.11659897863864899,8.0,32.4,59.6,0.4159
128000,-0.808,0.8679729700088501,0.13581392168998718,9.6,31.6,58.8,0.416,-0.74,0.2732626795768738,0.13454966247081757,13.0,36.4,50.6,0.416,-0.784,0.3340972065925598,0.202825129032135,10.8,25.4,63.8,0.416,-0.832,0.3416762948036194,0.09452864527702332,8.4,25.0,66.6,0.416
128500,-0.792,0.41640952229499817,0.14899100363254547,10.4,29.2,60.4,0.4161,-0.768,0.5342402458190918,0.1756061613559723,11.6,36.0,52.4,0.4161,-0.82,0.8082778453826904,0.09587535262107849,9.0,27.2,63.8,0.4161,-0.804,0.5384045839309692,0.15148276090621948,9.8,29.6,60.6,0.4161
129000,-0.832,0.3902701735496521,0.124916672706604,8.4,28.2,63.4,0.4161,-0.796,0.6726456880569458,0.1487257182598114,10.2,37.2,52.6,0.4161,-0.86,0.8753881454467773,0.12707829475402832,7.0,31.0,62.0,0.4161,-0.788,0.5834740400314331,0.10407276451587677,10.6,31.6,57.8,0.4161
129500,-0.776,0.4540230631828308,0.08536489307880402,11.2,27.0,61.8,0.4162,-0.756,0.7799191474914551,0.11293816566467285,12.2,39.4,48.4,0.4162,-0.808,0.5675658583641052,0.1346229910850525,9.6,30.6,59.8,0.4162,-0.856,0.29293420910835266,0.13395312428474426,7.2,32.4,60.4,0.4162
130000,-0.812,0.2508426904678345,0.07538602501153946,9.4,28.8,61.8,0.4162,-0.788,0.3979194164276123,0.26561394333839417,10.6,41.6,47.8,0.4162,-0.804,1.4189445972442627,0.12251073122024536,9.8,25.4,64.8,0.4162,-0.82,1.1844300031661987,0.08096613734960556,9.0,29.4,61.6,0.4162
130500,-0.828,0.688370943069458,0.15178000926971436,8.6,27.2,64.2,0.4163,-0.776,0.7674539089202881,0.10420756042003632,11.2,35.4,53.4,0.4163,-0.868,0.8930642604827881,0.08838602900505066,6.6,33.4,60.0,0.4163,-0.84,0.610336422920227,0.10689243674278259,8.0,26.4,65.6,0.4163
131000,-0.816,0.5059970617294312,0.12031146883964539,9.2,25.4,65.4,0.4164,-0.744,0.6967693567276001,0.18944624066352844,12.8,42.4,44.8,0.4164,-0.836,0.8323130011558533,0.13343307375907898,8.2,28.8,63.0,0.4164,-0.812,0.6013347506523132,0.08396026492118835,9.4,26.6,64.0,0.4164
131500,-0.872,0.7182868719100952,0.09813975542783737,6.4,30.8,62.8,0.4164,-0.804,1.1017954349517822,0.1812424510717392,9.8,40.6,49.6,0.4164,-0.844,0.940005362033844,0.13511966168880463,7.8,27.4,64.8,0.4164,-0.792,1.1640870571136475,0.12504397332668304,10.4,28.6,61.0,0.4164
132000,-0.844,0.6324819326400757,0.1448563188314438,7.8,30.0,62.2,0.4165,-0.784,0.687942624092102,0.14945092797279358,10.8,40.8,48.4,0.4165,-0.864,1.0058492422103882,0.15959049761295319,6.8,29.4,63.8,0.4165,-0.816,0.6812687516212463,0.18580284714698792,9.2,25.8,65.0,0.4165
132500,-0.804,0.458049476146698,0.16349460184574127,9.8,30.2,60.0,0.4166,-0.832,0.5999264121055603,0.14363974332809448,8.4,37.8,53.8,0.4166,-0.868,1.470154047012329,0.14781498908996582,6.6,26.8,66.6,0.4166,-0.812,0.5484434366226196,0.12389659136533737,9.4,28.4,62.2,0.4166
133000,-0.82,0.46572020649909973,0.09472863376140594,9.0,26.8,64.2,0.4166,-0.74,0.8003643751144409,0.09190212190151215,13.0,37.4,49.6,0.4166,-0.828,0.573913037776947,0.09669934213161469,8.6,30.0,61.4,0.4166,-0.796,0.5942600965499878,0.09586627781391144,10.2,28.2,61.6,0.4166
133500,-0.788,0.7928179502487183,0.12279178202152252,10.6,28.2,61.2,0.4167,-0.772,0.6154345273971558,0.12119690328836441,11.4,40.2,48.4,0.4167,-0.848,0.8620038032531738,0.10763542354106903,7.6,31.4,61.0,0.4167,-0.784,0.6399179100990295,0.11206937581300735,10.8,24.8,64.4,0.4167
134000,-0.772,0.544411301612854,0.1048830896615982,11.4,29.6,59.0,0.4167,-0.804,1.1632881164550781,0.14813221991062164,9.8,36.8,53.4,0.4167,-0.812,0.6408491730690002,0.11246535927057266,9.4,29.8,60.8,0.4167,-0.784,0.37803077697753906,0.08003740012645721,10.8,28.2,61.0,0.4167
134500,-0.816,0.7446746826171875,0.12918366491794586,9.2,28.2,62.6,0.4168,-0.764,0.7155258059501648,0.16284501552581787,11.8,39.6,48.6,0.4168,-0.8,0.7573297023773193,0.06771162152290344,10.0,27.0,63.0,0.4168,-0.824,0.7448819279670715,0.11873683333396912,8.8,31.6,59.6,0.4168
135000,-0.76,0.6192330121994019,0.10144156217575073,12.0,23.4,64.6,0.4169,-0.752,1.2716858386993408,0.1304396390914917,12.4,37.6,50.0,0.4169,-0.852,1.25508451461792,0.13605619966983795,7.4,27.0,65.6,0.4169,-0.832,0.3745133876800537,0.13444742560386658,8.4,27.8,63.8,0.4169
135500,-0.88,0.7806906700134277,0.0955318957567215,6.0,30.0,64.0,0.4169,-0.796,1.1102581024169922,0.13409733772277832,10.2,41.0,48.8,0.4169,-0.856,1.326219081878662,0.15491455793380737,7.2,27.6,65.2,0.4169,-0.82,0.24047066271305084,0.12026438117027283,9.0,27.2,63.8,0.4169
136000,-0.856,1.4391010999679565,0.10585137456655502,7.2,28.8,64.0,0.417,-0.804,1.376763105392456,0.1428607851266861,9.8,38.4,51.8,0.417,-0.848,1.071847915649414,0.14717671275138855,7.6,30.0,62.4,0.417,-0.844,0.3895954489707947,0.12419590353965759,7.8,26.4,65.8,0.417
136500,-0.788,1.27422297000885,0.187877357006073,10.6,25.4,64.0,0.4171,-0.788,0.5596040487289429,0.11336619406938553,10.6,39.2,50.2,0.4171,-0.836,0.73722243309021,0.15309542417526245,8.2,27.4,64.4,0.4171,-0.788,0.6397660970687866,0.15401270985603333,10.6,24.0,65.4,0.4171
137000,-0.832,0.6495072245597839,0.11799877882003784,8.4,27.6,64.0,0.4171,-0.764,0.7100774645805359,0.10363506525754929,11.8,39.8,48.4,0.4171,-0.852,0.550209105014801,0.1403033435344696,7.4,28.0,64.6,0.4171,-0.788,0.961525022983551,0.10483506321907043,10.6,28.4,61.0,0.4171
137500,-0.756,0.7295454740524292,0.15181399881839752,12.2,26.8,61.0,0.4172,-0.8,0.5447799563407898,0.1999140977859497,10.0,33.8,56.2,0.4172,-0.808,0.7338486909866333,0.12490596622228622,9.6,25.2,65.2,0.4172,-0.784,0.3507688343524933,0.09550148993730545,10.8,27.4,61.8,0.4172
138000,-0.8,1.0941147804260254,0.19237303733825684,10.0,26.4,63.6,0.4172,-0.772,0.6104561686515808,0.19090230762958527,11.4,40.8,47.8,0.4172,-0.804,0.6726667881011963,0.13751645386219025,9.8,29.2,61.0,0.4172,-0.824,0.6723913550376892,0.09630943089723587,8.8,27.8,63.4,0.4172
138500,-0.82,0.6123564839363098,0.07923118025064468,9.0,26.2,64.8,0.4173,-0.772,1.3309814929962158,0.12041762471199036,11.4,40.8,47.8,0.4173,-0.852,1.2248544692993164,0.06875846534967422,7.4,28.0,64.6,0.4173,-0.82,0.8438293933868408,0.1277424693107605,9.0,24.4,66.6,0.4173
139000,-0.808,1.0986884832382202,0.12654516100883484,9.6,26.8,63.6,0.4174,-0.796,0.5391229391098022,0.2093835473060608,10.2,38.0,51.8,0.4174,-0.876,0.8134543895721436,0.13084611296653748,6.2,26.8,67.0,0.4174,-0.824,0.3892993628978729,0.18027517199516296,8.8,25.8,65.4,0.4174
139500,-0.784,0.9727231860160828,0.13598547875881195,10.8,26.6,62.6,0.4174,-0.816,0.37718796730041504,0.1492912769317627,9.2,38.6,52.2,0.4174,-0.84,0.383250892162323,0.10311678051948547,8.0,29.4,62.6,0.4174,-0.82,0.477510005235672,0.10581173002719879,9.0,24.8,66.2,0.4174
140000,-0.8,0.8259358406066895,0.12824378907680511,10.0,26.8,63.2,0.4175,-0.812,0.7089797258377075,0.11358264088630676,9.4,36.0,54.6,0.4175,-0.824,0.6080672740936279,0.12398471683263779,8.8,27.2,64.0,0.4175,-0.816,0.7033692598342896,0.09735868126153946,9.2,25.4,65.4,0.4175
140500,-0.816,0.4481716752052307,0.12443480640649796,9.2,24.4,66.4,0.4176,-0.788,0.4817381501197815,0.1512024700641632,10.6,33.8,55.6,0.4176,-0.796,0.4251847565174103,0.1732006072998047,10.2,24.8,65.0,0.4176,-0.84,0.5087547302246094,0.1279962658882141,8.0,25.8,66.2,0.4176
141000,-0.828,0.5746281147003174,0.14112982153892517,8.6,25.0,66.4,0.4176,-0.808,0.6618093848228455,0.17901888489723206,9.6,37.6,52.8,0.4176,-0.856,0.6064611077308655,0.11416447162628174,7.2,27.4,65.4,0.4176,-0.772,0.5601157546043396,0.13682875037193298,11.4,24.0,64.6,0.4176
141500,-0.772,0.5949584245681763,0.17107057571411133,11.4,29.6,59.0,0.4177,-0.748,1.0104916095733643,0.14925068616867065,12.6,36.2,51.2,0.4177,-0.836,1.1970255374908447,0.12546047568321228,8.2,26.0,65.8,0.4177,-0.816,0.709019660949707,0.10708650946617126,9.2,26.4,64.4,0.4177
142000,-0.816,0.6225024461746216,0.11834631115198135,9.2,24.2,66.6,0.4177,-0.808,0.5477566123008728,0.16778214275836945,9.6,36.8,53.6,0.4177,-0.872,0.7362616658210754,0.11856912821531296,6.4,25.6,68.0,0.4177,-0.808,0.6018400192260742,0.13957223296165466,9.6,25.8,64.6,0.4177
142500,-0.804,0.6792618036270142,0.11600100249052048,9.8,21.6,68.6,0.4178,-0.756,0.2190469205379486,0.16221663355827332,12.2,32.8,55.0,0.4178,-0.82,0.7624750733375549,0.12065796554088593,9.0,23.8,67.2,0.4178,-0.828,0.6722291707992554,0.17755207419395447,8.6,23.4,68.0,0.4178
143000,-0.836,0.5776331424713135,0.14973443746566772,8.2,25.2,66.6,0.4179,-0.82,1.1367716789245605,0.1782478392124176,9.0,33.0,58.0,0.4179,-0.788,0.9926919341087341,0.09011252224445343,10.6,29.4,60.0,0.4179,-0.824,0.8243546485900879,0.16339269280433655,8.8,23.4,67.8,0.4179
143500,-0.832,0.6280602216720581,0.12129667401313782,8.4,24.4,67.2,0.4179,-0.736,0.5244699120521545,0.17628729343414307,13.2,36.4,50.4,0.4179,-0.824,0.620212197303772,0.20946788787841797,8.8,25.8,65.4,0.4179,-0.836,0.6465812921524048,0.11823607236146927,8.2,22.6,69.2,0.4179
144000,-0.84,1.2253891229629517,0.14909516274929047,8.0,22.6,69.4,0.418,-0.768,0.40543031692504883,0.1365176886320114,11.6,40.6,47.8,0.418,-0.836,1.7139222621917725,0.09355586767196655,8.2,28.8,63.0,0.418,-0.82,0.4965653121471405,0.09712405502796173,9.0,28.6,62.4,0.418
144500,-0.784,0.3783247172832489,0.11367183178663254,10.8,25.6,63.6,0.4181,-0.816,0.9451817870140076,0.12924475967884064,9.2,37.0,53.8,0.4181,-0.82,0.6137758493423462,0.12456400692462921,9.0,22.2,68.8,0.4181,-0.824,0.6457597017288208,0.13880984485149384,8.8,23.6,67.6,0.4181
145000,-0.796,0.6030709147453308,0.12680253386497498,10.2,30.6,59.2,0.4181,-0.792,0.7558209896087646,0.15299555659294128,10.4,34.6,55.0,0.4181,-0.868,0.6855483055114746,0.11362816393375397,6.6,28.6,64.8,0.4181,-0.792,0.8583656549453735,0.07589615881443024,10.4,23.2,66.4,0.4181
145500,-0.756,0.6761138439178467,0.12847673892974854,12.2,26.0,61.8,0.4182,-0.764,0.7128733396530151,0.13324806094169617,11.8,32.0,56.2,0.4182,-0.836,0.4004456102848053,0.14413100481033325,8.2,26.4,65.4,0.4182,-0.8,0.6858528256416321,0.1346510797739029,10.0,27.0,63.0,0.4182
146000,-0.792,0.2976662814617157,0.14299166202545166,10.4,22.6,67.0,0.4182,-0.788,0.47874268889427185,0.1781846582889557,10.6,35.6,53.8,0.4182,-0.84,0.7803808450698853,0.1338752806186676,8.0,25.0,67.0,0.4182,-0.836,0.5355226993560791,0.14348545670509338,8.2,23.6,68.2,0.4182
146500,-0.812,0.8908389210700989,0.1620403528213501,9.4,23.0,67.6,0.4183,-0.788,0.6780039072036743,0.1507081836462021,10.6,35.0,54.4,0.4183,-0.888,0.7759242057800293,0.11223754286766052,5.6,26.0,68.4,0.4183,-0.8,0.9839951992034912,0.1255365014076233,10.0,25.2,64.8,0.4183
147000,-0.84,0.7240277528762817,0.13387124240398407,8.0,20.8,71.2,0.4184,-0.788,0.3971691429615021,0.2211342751979828,10.6,33.8,55.6,0.4184,-0.852,1.5069373846054077,0.10137376189231873,7.4,25.2,67.4,0.4184,-0.816,0.48452889919281006,0.17329910397529602,9.2,27.4,63.4,0.4184
147500,-0.8,0.8138422966003418,0.14498479664325714,10.0,23.8,66.2,0.4184,-0.756,0.8477518558502197,0.22261840105056763,12.2,30.8,57.0,0.4184,-0.84,0.903725266456604,0.10139288008213043,8.0,23.6,68.4,0.4184,-0.808,1.3457856178283691,0.16227668523788452,9.6,22.6,67.8,0.4184
148000,-0.816,0.467180460691452,0.15273359417915344,9.2,24.0,66.8,0.4185,-0.76,0.6105582118034363,0.15662992000579834,12.0,32.8,55.2,0.4185,-0.776,1.0358649492263794,0.12269523739814758,11.2,27.6,61.2,0.4185,-0.76,0.39822351932525635,0.10927794873714447,12.0,23.6,64.4,0.4185
148500,-0.744,0.6631841659545898,0.1153705045580864,12.8,24.4,62.8,0.4186,-0.792,0.5623618364334106,0.187849223613739,10.4,35.0,54.6,0.4186,-0.816,1.75710928440094,0.17259591817855835,9.2,27.2,63.6,0.4186,-0.848,0.7618911862373352,0.16851377487182617,7.6,21.0,71.4,0.4186
149000,-0.78,0.6390038728713989,0.1724701225757599,11.0,24.4,64.6,0.4186,-0.784,0.41115689277648926,0.14685215055942535,10.8,33.8,55.4,0.4186,-0.836,1.016577124595642,0.11493387073278427,8.2,25.8,66.0,0.4186,-0.74,0.45461732149124146,0.15942589938640594,13.0,23.0,64.0,0.4186
149500,-0.812,0.6562806963920593,0.10766180604696274,9.4,23.6,67.0,0.4187,-0.812,0.9294646382331848,0.15054768323898315,9.4,36.4,54.2,0.4187,-0.828,0.3397996127605438,0.1966293752193451,8.6,28.6,62.8,0.4187,-0.812,1.3890669345855713,0.16354984045028687,9.4,20.6,70.0,0.4187
150000,-0.804,1.644137978553772,0.15209203958511353,9.8,24.2,66.0,0.4187,-0.756,0.7998291254043579,0.11104132235050201,12.2,34.0,53.8,0.4187,-0.792,0.8261517882347107,0.11543579399585724,10.4,24.2,65.4,0.4187,-0.78,0.586514949798584,0.195318341255188,11.0,20.6,68.4,0.4187
150500,-0.812,1.3045083284378052,0.14559775590896606,9.4,22.8,67.8,0.4188,-0.736,0.4189789295196533,0.15378902852535248,13.2,33.0,53.8,0.4188,-0.824,0.4694259762763977,0.11939538270235062,8.8,30.0,61.2,0.4188,-0.848,0.4561181664466858,0.11172975599765778,7.6,21.0,71.4,0.4188
151000,-0.804,0.4873405992984772,0.17779597640037537,9.8,26.4,63.8,0.4189,-0.756,0.2237437665462494,0.13227254152297974,12.2,33.0,54.8,0.4189,-0.84,0.7168159484863281,0.12656395137310028,8.0,27.2,64.8,0.4189,-0.844,0.3789205551147461,0.13224732875823975,7.8,27.0,65.2,0.4189
151500,-0.796,0.5940889716148376,0.11238843202590942,10.2,22.2,67.6,0.4189,-0.784,0.897594153881073,0.17992812395095825,10.8,36.0,53.2,0.4189,-0.84,0.9835478067398071,0.12475115060806274,8.0,25.6,66.4,0.4189,-0.804,0.4172040820121765,0.1355580985546112,9.8,19.8,70.4,0.4189
152000,-0.756,0.7471634149551392,0.18029502034187317,12.2,22.2,65.6,0.419,-0.824,0.37519174814224243,0.17594987154006958,8.8,34.6,56.6,0.419,-0.88,0.36282429099082947,0.11760219931602478,6.0,25.0,69.0,0.419,-0.764,0.6637251377105713,0.13873299956321716,11.8,26.4,61.8,0.419
152500,-0.784,0.458893746137619,0.09410322457551956,10.8,24.8,64.4,0.4191,-0.792,1.080565333366394,0.15468502044677734,10.4,33.4,56.2,0.4191,-0.82,0.5651259422302246,0.09133330732584,9.0,23.6,67.4,0.4191,-0.872,1.0602000951766968,0.11855258047580719,6.4,25.8,67.8,0.4191
153000,-0.864,0.6597632169723511,0.2071903645992279,6.8,22.8,70.4,0.4191,-0.788,0.7879408001899719,0.15075315535068512,10.6,31.8,57.6,0.4191,-0.776,0.6282289624214172,0.10659588873386383,11.2,24.8,64.0,0.4191,-0.744,0.8449106812477112,0.09543246030807495,12.8,24.6,62.6,0.4191
153500,-0.748,0.7974910736083984,0.1420314908027649,12.6,20.4,67.0,0.4192,-0.796,0.34069985151290894,0.1630987524986267,10.2,31.4,58.4,0.4192,-0.84,0.9383682012557983,0.13106763362884521,8.0,23.8,68.2,0.4192,-0.812,0.8711950778961182,0.14590105414390564,9.4,25.4,65.2,0.4192
154000,-0.764,0.7222470045089722,0.13798373937606812,11.8,20.4,67.8,0.4192,-0.732,0.7882171869277954,0.1766759157180786,13.4,32.2,54.4,0.4192,-0.832,1.100298285484314,0.11602550745010376,8.4,23.8,67.8,0.4192,-0.752,0.599075436592102,0.1441822052001953,12.4,21.4,66.2,0.4192
154500,-0.82,1.8043451309204102,0.10759998112916946,9.0,24.6,66.4,0.4193,-0.752,0.8369529843330383,0.1603015661239624,12.4,30.0,57.6,0.4193,-0.796,0.4649941921234131,0.19681841135025024,10.2,22.6,67.2,0.4193,-0.764,1.1404895782470703,0.21619254350662231,11.8,25.0,63.2,0.4193
155000,-0.824,0.8991886377334595,0.1501387506723404,8.8,22.2,69.0,0.4194,-0.792,0.4378454387187958,0.20960590243339539,10.4,32.0,57.6,0.4194,-0.832,1.617229700088501,0.14965341985225677,8.4,25.0,66.6,0.4194,-0.856,1.0469136238098145,0.12993086874485016,7.2,25.4,67.4,0.4194
155500,-0.836,0.3245956599712372,0.10799233615398407,8.2,22.2,69.6,0.4194,-0.736,0.36079293489456177,0.13954675197601318,13.2,26.6,60.2,0.4194,-0.812,1.8867418766021729,0.1540379524230957,9.4,22.2,68.4,0.4194,-0.788,0.7022788524627686,0.17689847946166992,10.6,22.2,67.2,0.4194
156000,-0.8,1.676856517791748,0.1495431363582611,10.0,21.4,68.6,0.4195,-0.776,0.20045381784439087,0.1473982334136963,11.2,34.0,54.8,0.4195,-0.74,0.7130151987075806,0.11818808317184448,13.0,21.8,65.2,0.4195,-0.848,0.7615078687667847,0.12035933881998062,7.6,26.6,65.8,0.4195
156500,-0.784,0.6322137117385864,0.1701299548149109,10.8,20.6,68.6,0.4196,-0.728,0.554780900478363,0.17046919465065002,13.6,30.2,56.2,0.4196,-0.724,0.8529332280158997,0.12721288204193115,13.8,21.4,64.8,0.4196,-0.836,0.5757502317428589,0.20831915736198425,8.2,27.0,64.8,0.4196
157000,-0.816,0.6640448570251465,0.1908683329820633,9.2,22.0,68.8,0.4196,-0.772,0.4948628842830658,0.11429329216480255,11.4,32.8,55.8,0.4196,-0.864,0.5561275482177734,0.15277810394763947,6.8,23.4,69.8,0.4196,-0.72,0.6055856347084045,0.18907684087753296,14.0,26.0,60.0,0.4196
157500,-0.776,0.8000702261924744,0.09337884187698364,11.2,22.2,66.6,0.4197,-0.824,0.6403270959854126,0.17580699920654297,8.8,32.4,58.8,0.4197,-0.828,1.000469446182251,0.1184873953461647,8.6,22.2,69.2,0.4197,-0.788,0.9430193901062012,0.1528114229440689,10.6,26.4,63.0,0.4197
158000,-0.716,0.9686564207077026,0.10290826857089996,14.2,17.8,68.0,0.4197,-0.82,0.786506175994873,0.1703266203403473,9.0,34.4,56.6,0.4197,-0.86,0.5723683834075928,0.11890658736228943,7.0,22.6,70.4,0.4197,-0.808,1.0806080102920532,0.10196182131767273,9.6,24.2,66.2,0.4197
158500,-0.776,0.9108893275260925,0.21438027918338776,11.2,21.2,67.6,0.4198,-0.784,0.6940720081329346,0.15519744157791138,10.8,31.0,58.2,0.4198,-0.816,0.8377724289894104,0.09520010650157928,9.2,26.0,64.8,0.4198,-0.764,1.0284090042114258,0.19633236527442932,11.8,25.0,63.2,0.4198
159000,-0.796,0.8419564962387085,0.11860821396112442,10.2,24.4,65.4,0.4199,-0.736,0.8908463716506958,0.17102360725402832,13.2,31.4,55.4,0.4199,-0.828,0.7600326538085938,0.10919079184532166,8.6,24.8,66.6,0.4199,-0.804,0.23316046595573425,0.19342045485973358,9.8,25.4,64.8,0.4199
159500,-0.816,1.4776992797851562,0.1549655944108963,9.2,22.6,68.2,0.4199,-0.788,0.7375085353851318,0.11195716261863708,10.6,33.6,55.8,0.4199,-0.864,0.8424474596977234,0.1683880090713501,6.8,26.0,67.2,0.4199,-0.808,0.4230608642101288,0.07412216067314148,9.6,26.6,63.8,0.4199
160000,-0.784,0.6096802949905396,0.1372482180595398,10.8,19.0,70.2,0.42,-0.804,0.46372881531715393,0.18133628368377686,9.8,28.2,62.0,0.42,-0.796,1.02051842212677,0.1619323194026947,10.2,24.2,65.6,0.42,-0.812,0.6196171045303345,0.1415349394083023,9.4,24.2,66.4,0.42
160500,-0.8,1.164773941040039,0.1265985369682312,10.0,26.0,64.0,0.4201,-0.724,0.560736894607544,0.13385935127735138,13.8,29.2,57.0,0.4201,-0.796,0.375180184841156,0.17364466190338135,10.2,24.2,65.6,0.4201,-0.844,0.5936992168426514,0.1859630048274994,7.8,28.6,63.6,0.4201
161000,-0.784,1.2812936305999756,0.15681931376457214,10.8,22.2,67.0,0.4201,-0.78,0.6515536308288574,0.287081778049469,11.0,30.0,59.0,0.4201,-0.848,0.6420042514801025,0.1401916891336441,7.6,24.2,68.2,0.4201,-0.76,1.469892144203186,0.15247796475887299,12.0,29.0,59.0,0.4201
161500,-0.78,0.5719914436340332,0.15400665998458862,11.0,26.2,62.8,0.4202,-0.788,1.4584169387817383,0.14273186028003693,10.6,30.0,59.4,0.4202,-0.864,1.1594547033309937,0.13380306959152222,6.8,20.2,73.0,0.4202,-0.844,0.5511303544044495,0.17450425028800964,7.8,28.0,64.2,0.4202
162000,-0.796,1.6577178239822388,0.11952169239521027,10.2,19.8,70.0,0.4202,-0.804,0.4840671718120575,0.17679746448993683,9.8,31.0,59.2,0.4202,-0.792,1.3565516471862793,0.1576242446899414,10.4,20.4,69.2,0.4202,-0.828,1.1962039470672607,0.15600192546844482,8.6,26.8,64.6,0.4202
162500,-0.792,0.8265281915664673,0.10652591288089752,10.4,22.8,66.8,0.4203,-0.764,0.7829700112342834,0.15597335994243622,11.8,32.6,55.6,0.4203,-0.792,0.6534330248832703,0.1480790674686432,10.4,23.0,66.6,0.4203,-0.812,0.6887059211730957,0.14589205384254456,9.4,26.6,64.0,0.4203
163000,-0.776,1.134955644607544,0.1436130702495575,11.2,25.0,63.8,0.4204,-0.788,0.74406898021698,0.20253030955791473,10.6,31.0,58.4,0.4204,-0.804,0.500480592250824,0.1513727605342865,9.8,20.2,70.0,0.4204,-0.788,0.9649131298065186,0.07305912673473358,10.6,26.4,63.0,0.4204
163500,-0.78,0.8497577905654907,0.19365786015987396,11.0,27.0,62.0,0.4204,-0.76,0.7458573579788208,0.15043006837368011,12.0,30.0,58.0,0.4204,-0.768,1.2280945777893066,0.15870387852191925,11.6,20.6,67.8,0.4204,-0.76,0.8616578578948975,0.18127161264419556,12.0,26.2,61.8,0.4204
164000,-0.772,0.9655175805091858,0.14528024196624756,11.4,25.8,62.8,0.4205,-0.748,0.3108034133911133,0.1933651864528656,12.6,31.4,56.0,0.4205,-0.832,1.17058527469635,0.16036033630371094,8.4,25.0,66.6,0.4205,-0.868,0.7287521362304688,0.1386588215827942,6.6,28.6,64.8,0.4205
164500,-0.816,1.5606039762496948,0.2611018419265747,9.2,27.2,63.6,0.4206,-0.784,0.3308653235435486,0.13605698943138123,10.8,28.4,60.8,0.4206,-0.808,1.0324466228485107,0.17253601551055908,9.6,21.2,69.2,0.4206,-0.808,0.7873663902282715,0.13217681646347046,9.6,25.6,64.8,0.4206
